wavenumber_cm-1,reflectance_osc_%
2147.687000,-0.035680
2148.169000,-0.034366
2148.651000,-0.033889
2149.133000,-0.032887
2149.615000,-0.030988
2150.097000,-0.030085
2150.579000,-0.029316
2151.061000,-0.027517
2151.543000,-0.025155
2152.025000,-0.022873
2152.507000,-0.021331
2152.989000,-0.020353
2153.471000,-0.020799
2153.953000,-0.021029
2154.435000,-0.020844
2154.917000,-0.022370
2155.399000,-0.025566
2155.881000,-0.028749
2156.363000,-0.031262
2156.845000,-0.034273
2157.327000,-0.036032
2157.809000,-0.035432
2158.291000,-0.034788
2158.773000,-0.035054
2159.255000,-0.033952
2159.737000,-0.033967
2160.219000,-0.034879
2160.701000,-0.035514
2161.183000,-0.036551
2161.665000,-0.037758
2162.147000,-0.038907
2162.629000,-0.039833
2163.111000,-0.039795
2163.593000,-0.038533
2164.075000,-0.037583
2164.557000,-0.036482
2165.039000,-0.036849
2165.521000,-0.037576
2166.003000,-0.038538
2166.485000,-0.040242
2166.967000,-0.043020
2167.449000,-0.046188
2167.931000,-0.049824
2168.413000,-0.051655
2168.895000,-0.052850
2169.377000,-0.054429
2169.859000,-0.054065
2170.341000,-0.052419
2170.823000,-0.052330
2171.305000,-0.049903
2171.787000,-0.045854
2172.269000,-0.042950
2172.751000,-0.040297
2173.233000,-0.035835
2173.715000,-0.033317
2174.197000,-0.031835
2174.679000,-0.030278
2175.161000,-0.028989
2175.643000,-0.029290
2176.125000,-0.031493
2176.607000,-0.032195
2177.089000,-0.034119
2177.571000,-0.037107
2178.053000,-0.038569
2178.535000,-0.041467
2179.017000,-0.044041
2179.499000,-0.045324
2179.981000,-0.046734
2180.463000,-0.048788
2180.945000,-0.050263
2181.427000,-0.050198
2181.909000,-0.048268
2182.391000,-0.046506
2182.873000,-0.045407
2183.355000,-0.042244
2183.837000,-0.040881
2184.319000,-0.040726
2184.801000,-0.040897
2185.283000,-0.041050
2185.765000,-0.041016
2186.247000,-0.040923
2186.729000,-0.043183
2187.211000,-0.044194
2187.693000,-0.045725
2188.175000,-0.045563
2188.657000,-0.043661
2189.139000,-0.043649
2189.621000,-0.045164
2190.103000,-0.044477
2190.585000,-0.044839
2191.067000,-0.046040
2191.549000,-0.046022
2192.031000,-0.045079
2192.513000,-0.044980
2192.995000,-0.044944
2193.477000,-0.045491
2193.959000,-0.044278
2194.441000,-0.043363
2194.923000,-0.041784
2195.405000,-0.039282
2195.887000,-0.038059
2196.369000,-0.037864
2196.851000,-0.036418
2197.333000,-0.034651
2197.815000,-0.034723
2198.297000,-0.035023
2198.779000,-0.034822
2199.261000,-0.034727
2199.743000,-0.035930
2200.225000,-0.036622
2200.707000,-0.037740
2201.189000,-0.040147
2201.671000,-0.042868
2202.153000,-0.044001
2202.635000,-0.046759
2203.117000,-0.049552
2203.599000,-0.051035
2204.081000,-0.052311
2204.563000,-0.054845
2205.045000,-0.055436
2205.527000,-0.054898
2206.009000,-0.052166
2206.491000,-0.050603
2206.973000,-0.050004
2207.455000,-0.050063
2207.937000,-0.048540
2208.419000,-0.047654
2208.901000,-0.046969
2209.383000,-0.046428
2209.865000,-0.044774
2210.347000,-0.043990
2210.829000,-0.043872
2211.311000,-0.043827
2211.793000,-0.043289
2212.275000,-0.043006
2212.757000,-0.042035
2213.239000,-0.042388
2213.721000,-0.044010
2214.203000,-0.045586
2214.685000,-0.045485
2215.167000,-0.046207
2215.649000,-0.046795
2216.131000,-0.045091
2216.613000,-0.043632
2217.095000,-0.043247
2217.577000,-0.040928
2218.059000,-0.039300
2218.541000,-0.039824
2219.023000,-0.039059
2219.505000,-0.039112
2219.987000,-0.040092
2220.469000,-0.041936
2220.951000,-0.043563
2221.433000,-0.044393
2221.915000,-0.045301
2222.397000,-0.046118
2222.879000,-0.045969
2223.361000,-0.045254
2223.843000,-0.044542
2224.325000,-0.044273
2224.807000,-0.044060
2225.289000,-0.044642
2225.771000,-0.043526
2226.253000,-0.043827
2226.735000,-0.044506
2227.217000,-0.044615
2227.699000,-0.044406
2228.181000,-0.043697
2228.663000,-0.042822
2229.145000,-0.041735
2229.627000,-0.041123
2230.109000,-0.041851
2230.591000,-0.043419
2231.073000,-0.046147
2231.555000,-0.046456
2232.037000,-0.047979
2232.519000,-0.048864
2233.001000,-0.049844
2233.483000,-0.050398
2233.965000,-0.050095
2234.447000,-0.048062
2234.929000,-0.045242
2235.411000,-0.042858
2235.893000,-0.040588
2236.375000,-0.038455
2236.857000,-0.037984
2237.339000,-0.036610
2237.821000,-0.035906
2238.303000,-0.034712
2238.785000,-0.035759
2239.267000,-0.035763
2239.749000,-0.036395
2240.231000,-0.036512
2240.713000,-0.036518
2241.195000,-0.035252
2241.677000,-0.033644
2242.159000,-0.033106
2242.641000,-0.031140
2243.123000,-0.029470
2243.605000,-0.028162
2244.087000,-0.025220
2244.569000,-0.022906
2245.051000,-0.020519
2245.533000,-0.019476
2246.015000,-0.017880
2246.497000,-0.017277
2246.979000,-0.015172
2247.461000,-0.012962
2247.943000,-0.011489
2248.425000,-0.010207
2248.907000,-0.008774
2249.389000,-0.006761
2249.871000,-0.005512
2250.353000,-0.003805
2250.835000,-0.002991
2251.317000,-0.003567
2251.799000,-0.003130
2252.281000,-0.003276
2252.763000,-0.004617
2253.245000,-0.005457
2253.727000,-0.003716
2254.209000,-0.002612
2254.691000,-0.001886
2255.173000,-0.000303
2255.655000,0.002085
2256.137000,0.004522
2256.619000,0.006263
2257.101000,0.006973
2257.583000,0.006906
2258.065000,0.006501
2258.547000,0.007109
2259.029000,0.007660
2259.511000,0.005646
2259.993000,0.004825
2260.475000,0.004914
2260.957000,0.004738
2261.439000,0.005582
2261.921000,0.006331
2262.403000,0.008283
2262.885000,0.010202
2263.367000,0.011984
2263.849000,0.012280
2264.331000,0.014248
2264.813000,0.016829
2265.295000,0.019962
2265.777000,0.022451
2266.259000,0.023270
2266.741000,0.024718
2267.223000,0.025204
2267.705000,0.025414
2268.187000,0.025494
2268.669000,0.025669
2269.151000,0.025695
2269.633000,0.024835
2270.115000,0.023709
2270.597000,0.020302
2271.079000,0.019367
2271.561000,0.018888
2272.043000,0.019711
2272.525000,0.022259
2273.007000,0.025008
2273.489000,0.027987
2273.971000,0.031198
2274.453000,0.035233
2274.935000,0.038258
2275.417000,0.040348
2275.899000,0.041920
2276.381000,0.044436
2276.863000,0.045996
2277.345000,0.046819
2277.827000,0.049089
2278.309000,0.051007
2278.791000,0.054095
2279.273000,0.057835
2279.755000,0.061402
2280.237000,0.065219
2280.719000,0.067922
2281.201000,0.069978
2281.683000,0.070332
2282.165000,0.069858
2282.647000,0.068819
2283.129000,0.068908
2283.611000,0.068382
2284.093000,0.067471
2284.575000,0.066763
2285.057000,0.065111
2285.539000,0.063546
2286.021000,0.062421
2286.503000,0.060504
2286.985000,0.057884
2287.467000,0.054977
2287.949000,0.053433
2288.431000,0.051334
2288.913000,0.049697
2289.395000,0.047201
2289.877000,0.046160
2290.359000,0.046004
2290.841000,0.046942
2291.323000,0.048742
2291.805000,0.050930
2292.287000,0.052440
2292.769000,0.054149
2293.251000,0.055689
2293.733000,0.057311
2294.215000,0.059425
2294.697000,0.062107
2295.179000,0.064597
2295.661000,0.067285
2296.143000,0.068507
2296.625000,0.070279
2297.107000,0.072802
2297.589000,0.074097
2298.071000,0.073815
2298.553000,0.073128
2299.035000,0.071859
2299.517000,0.070704
2299.999000,0.068711
2300.481000,0.066296
2300.963000,0.065352
2301.445000,0.065732
2301.927000,0.066332
2302.409000,0.066764
2302.891000,0.067268
2303.373000,0.068510
2303.855000,0.069405
2304.337000,0.068535
2304.819000,0.068233
2305.301000,0.069123
2305.783000,0.070049
2306.265000,0.069558
2306.747000,0.069049
2307.229000,0.069814
2307.711000,0.072068
2308.193000,0.072721
2308.675000,0.072392
2309.157000,0.071468
2309.639000,0.069845
2310.121000,0.067284
2310.603000,0.065348
2311.085000,0.063364
2311.567000,0.062251
2312.049000,0.061826
2312.531000,0.060937
2313.013000,0.060710
2313.495000,0.061017
2313.977000,0.062512
2314.459000,0.063832
2314.941000,0.065216
2315.423000,0.066795
2315.905000,0.067791
2316.387000,0.068210
2316.869000,0.070579
2317.351000,0.073507
2317.833000,0.074526
2318.315000,0.076011
2318.797000,0.077070
2319.279000,0.078576
2319.761000,0.080704
2320.243000,0.081990
2320.725000,0.082781
2321.207000,0.083219
2321.689000,0.084030
2322.171000,0.083185
2322.653000,0.081770
2323.135000,0.080363
2323.617000,0.080249
2324.099000,0.078268
2324.581000,0.074681
2325.063000,0.071975
2325.545000,0.068537
2326.027000,0.067013
2326.509000,0.063934
2326.991000,0.059545
2327.473000,0.055819
2327.955000,0.051149
2328.437000,0.046865
2328.919000,0.041828
2329.401000,0.037814
2329.883000,0.035339
2330.365000,0.034927
2330.847000,0.036185
2331.329000,0.037393
2331.811000,0.040122
2332.293000,0.044775
2332.775000,0.051665
2333.257000,0.058251
2333.739000,0.064012
2334.221000,0.070034
2334.703000,0.075069
2335.185000,0.079561
2335.667000,0.081235
2336.149000,0.081525
2336.631000,0.080233
2337.113000,0.079488
2337.595000,0.076568
2338.077000,0.070462
2338.559000,0.064042
2339.041000,0.056588
2339.523000,0.048188
2340.005000,0.039039
2340.487000,0.029061
2340.969000,0.021114
2341.451000,0.015281
2341.933000,0.008625
2342.415000,0.002757
2342.897000,0.000209
2343.379000,0.000035
2343.861000,0.003577
2344.343000,0.006866
2344.825000,0.010651
2345.307000,0.016646
2345.789000,0.022404
2346.271000,0.026675
2346.753000,0.030538
2347.235000,0.034239
2347.717000,0.037179
2348.199000,0.037533
2348.681000,0.035665
2349.163000,0.033634
2349.645000,0.033215
2350.127000,0.031373
2350.609000,0.029610
2351.091000,0.027902
2351.573000,0.026833
2352.055000,0.027833
2352.537000,0.027277
2353.019000,0.023667
2353.501000,0.020077
2353.983000,0.015955
2354.465000,0.010642
2354.947000,0.003191
2355.429000,-0.004828
2355.911000,-0.013936
2356.393000,-0.022959
2356.875000,-0.032531
2357.357000,-0.041072
2357.839000,-0.047538
2358.321000,-0.051737
2358.803000,-0.054231
2359.285000,-0.055612
2359.767000,-0.054968
2360.249000,-0.052010
2360.731000,-0.048353
2361.213000,-0.044474
2361.695000,-0.040012
2362.177000,-0.034405
2362.659000,-0.029593
2363.141000,-0.025715
2363.623000,-0.021725
2364.105000,-0.017702
2364.587000,-0.015048
2365.069000,-0.013436
2365.551000,-0.011995
2366.033000,-0.010413
2366.515000,-0.010258
2366.997000,-0.012322
2367.479000,-0.015811
2367.961000,-0.019509
2368.443000,-0.022299
2368.925000,-0.023783
2369.407000,-0.025546
2369.889000,-0.026790
2370.371000,-0.026408
2370.853000,-0.024555
2371.335000,-0.021677
2371.817000,-0.016249
2372.299000,-0.009264
2372.781000,-0.001483
2373.263000,0.006241
2373.745000,0.013543
2374.227000,0.020545
2374.709000,0.027792
2375.191000,0.034161
2375.673000,0.039235
2376.155000,0.043121
2376.637000,0.045619
2377.119000,0.046827
2377.601000,0.048194
2378.083000,0.050145
2378.565000,0.051011
2379.047000,0.050423
2379.529000,0.049848
2380.011000,0.049615
2380.493000,0.049056
2380.975000,0.049216
2381.457000,0.048802
2381.939000,0.047344
2382.421000,0.044854
2382.903000,0.042052
2383.385000,0.038307
2383.867000,0.035869
2384.349000,0.034695
2384.831000,0.032419
2385.313000,0.029642
2385.795000,0.028620
2386.277000,0.029452
2386.759000,0.032375
2387.241000,0.034189
2387.723000,0.036885
2388.205000,0.038856
2388.687000,0.041041
2389.169000,0.040774
2389.651000,0.038541
2390.133000,0.036338
2390.615000,0.034733
2391.097000,0.031190
2391.579000,0.026864
2392.061000,0.023266
2392.543000,0.020710
2393.025000,0.019715
2393.507000,0.018215
2393.989000,0.015240
2394.471000,0.013707
2394.953000,0.012814
2395.435000,0.012060
2395.917000,0.011049
2396.399000,0.011108
2396.881000,0.012083
2397.363000,0.013264
2397.845000,0.013456
2398.327000,0.014126
2398.809000,0.013544
2399.291000,0.013991
2399.773000,0.015565
2400.255000,0.015540
2400.737000,0.013980
2401.219000,0.011797
2401.701000,0.009877
2402.183000,0.007645
2402.665000,0.006545
2403.147000,0.005392
2403.629000,0.004078
2404.111000,0.002621
2404.593000,0.000059
2405.075000,-0.001807
2405.557000,-0.004222
2406.039000,-0.006002
2406.521000,-0.006947
2407.003000,-0.008622
2407.485000,-0.010978
2407.967000,-0.011959
2408.449000,-0.012674
2408.931000,-0.013965
2409.413000,-0.016239
2409.895000,-0.018977
2410.377000,-0.021307
2410.859000,-0.024239
2411.341000,-0.026802
2411.823000,-0.028225
2412.305000,-0.029646
2412.787000,-0.029661
2413.269000,-0.029701
2413.751000,-0.030229
2414.233000,-0.029648
2414.715000,-0.028326
2415.197000,-0.028469
2415.679000,-0.029798
2416.161000,-0.031743
2416.643000,-0.034095
2417.125000,-0.036432
2417.607000,-0.037666
2418.089000,-0.038999
2418.571000,-0.039726
2419.053000,-0.037835
2419.535000,-0.035708
2420.017000,-0.036373
2420.499000,-0.036683
2420.981000,-0.037258
2421.463000,-0.038744
2421.945000,-0.040517
2422.427000,-0.042967
2422.909000,-0.045158
2423.391000,-0.048236
2423.873000,-0.050237
2424.355000,-0.051257
2424.837000,-0.051740
2425.319000,-0.050113
2425.801000,-0.047595
2426.283000,-0.046044
2426.765000,-0.045059
2427.247000,-0.043024
2427.729000,-0.041465
2428.211000,-0.039355
2428.693000,-0.036690
2429.175000,-0.035871
2429.657000,-0.035297
2430.139000,-0.035154
2430.621000,-0.035371
2431.103000,-0.036244
2431.585000,-0.036457
2432.067000,-0.036678
2432.549000,-0.037650
2433.031000,-0.039092
2433.513000,-0.039318
2433.995000,-0.037927
2434.477000,-0.036986
2434.959000,-0.035867
2435.441000,-0.036088
2435.923000,-0.038896
2436.405000,-0.040836
2436.887000,-0.041615
2437.369000,-0.041136
2437.851000,-0.040085
2438.333000,-0.038739
2438.815000,-0.036357
2439.297000,-0.034237
2439.779000,-0.033307
2440.261000,-0.032450
2440.743000,-0.031637
2441.225000,-0.032146
2441.707000,-0.033602
2442.189000,-0.036032
2442.671000,-0.040115
2443.153000,-0.042773
2443.635000,-0.042447
2444.117000,-0.042220
2444.599000,-0.041951
2445.081000,-0.040414
2445.563000,-0.038719
2446.045000,-0.038352
2446.527000,-0.039567
2447.009000,-0.042332
2447.491000,-0.042941
2447.973000,-0.043195
2448.455000,-0.044236
2448.937000,-0.045060
2449.419000,-0.047756
2449.901000,-0.049389
2450.383000,-0.047830
2450.865000,-0.047572
2451.347000,-0.046270
2451.829000,-0.044222
2452.311000,-0.044656
2452.793000,-0.045916
2453.275000,-0.047922
2453.757000,-0.049491
2454.239000,-0.048734
2454.721000,-0.048959
2455.203000,-0.048771
2455.685000,-0.048497
2456.167000,-0.049689
2456.649000,-0.048893
2457.131000,-0.045758
2457.613000,-0.044153
2458.095000,-0.042110
2458.577000,-0.040309
2459.059000,-0.039758
2459.541000,-0.038142
2460.023000,-0.036341
2460.505000,-0.033718
2460.987000,-0.031036
2461.469000,-0.028920
2461.951000,-0.027048
2462.433000,-0.027399
2462.915000,-0.030201
2463.397000,-0.031228
2463.879000,-0.031957
2464.361000,-0.034903
2464.843000,-0.036689
2465.325000,-0.038801
2465.807000,-0.040812
2466.289000,-0.042287
2466.771000,-0.046143
2467.253000,-0.050115
2467.735000,-0.052041
2468.217000,-0.053512
2468.699000,-0.055396
2469.181000,-0.057011
2469.663000,-0.058141
2470.145000,-0.057406
2470.627000,-0.055866
2471.109000,-0.055704
2471.591000,-0.053085
2472.073000,-0.049578
2472.555000,-0.046137
2473.037000,-0.043142
2473.519000,-0.040643
2474.001000,-0.036315
2474.483000,-0.031601
2474.965000,-0.027390
2475.447000,-0.024323
2475.929000,-0.020355
2476.411000,-0.016632
2476.893000,-0.013943
2477.375000,-0.011823
2477.857000,-0.010731
2478.339000,-0.009038
2478.821000,-0.007744
2479.303000,-0.007956
2479.785000,-0.009206
2480.267000,-0.011018
2480.749000,-0.013873
2481.231000,-0.017138
2481.713000,-0.020582
2482.195000,-0.025947
2482.677000,-0.030534
2483.159000,-0.033474
2483.641000,-0.035870
2484.123000,-0.036068
2484.605000,-0.034709
2485.087000,-0.033779
2485.569000,-0.031760
2486.051000,-0.031090
2486.533000,-0.030480
2487.015000,-0.028791
2487.497000,-0.026067
2487.979000,-0.023009
2488.461000,-0.021744
2488.943000,-0.021212
2489.425000,-0.021562
2489.907000,-0.021145
2490.389000,-0.020538
2490.871000,-0.019375
2491.353000,-0.018503
2491.835000,-0.018408
2492.317000,-0.018628
2492.799000,-0.020034
2493.281000,-0.021907
2493.763000,-0.023241
2494.245000,-0.023712
2494.727000,-0.024178
2495.209000,-0.025377
2495.691000,-0.027052
2496.173000,-0.029224
2496.655000,-0.030468
2497.137000,-0.031010
2497.619000,-0.032385
2498.101000,-0.034555
2498.583000,-0.035166
2499.065000,-0.034998
2499.547000,-0.034941
2500.029000,-0.035175
2500.511000,-0.034793
2500.993000,-0.032997
2501.475000,-0.030513
2501.957000,-0.028287
2502.439000,-0.026158
2502.921000,-0.023798
2503.403000,-0.023584
2503.885000,-0.024942
2504.367000,-0.026459
2504.849000,-0.027761
2505.331000,-0.026766
2505.813000,-0.026372
2506.295000,-0.026925
2506.777000,-0.027185
2507.259000,-0.026701
2507.741000,-0.025080
2508.223000,-0.022789
2508.705000,-0.020338
2509.187000,-0.018409
2509.669000,-0.016862
2510.151000,-0.017817
2510.633000,-0.018740
2511.115000,-0.017984
2511.597000,-0.017420
2512.079000,-0.016272
2512.561000,-0.015838
2513.043000,-0.015087
2513.525000,-0.013818
2514.007000,-0.013353
2514.489000,-0.015081
2514.971000,-0.016420
2515.453000,-0.015767
2515.935000,-0.014196
2516.417000,-0.012635
2516.899000,-0.011884
2517.381000,-0.010341
2517.863000,-0.007552
2518.345000,-0.005286
2518.827000,-0.003825
2519.309000,-0.001604
2519.791000,0.001140
2520.273000,0.002847
2520.755000,0.001737
2521.237000,0.000013
2521.719000,-0.000262
2522.201000,0.000705
2522.683000,0.000912
2523.165000,0.000358
2523.647000,-0.000166
2524.129000,-0.000360
2524.611000,-0.000593
2525.093000,-0.002473
2525.575000,-0.005720
2526.057000,-0.005990
2526.539000,-0.005571
2527.021000,-0.006171
2527.503000,-0.006519
2527.985000,-0.004979
2528.467000,-0.003571
2528.949000,-0.001572
2529.431000,0.000569
2529.913000,0.002440
2530.395000,0.004693
2530.877000,0.007105
2531.359000,0.009695
2531.841000,0.011242
2532.323000,0.012010
2532.805000,0.013386
2533.287000,0.014663
2533.769000,0.014427
2534.251000,0.013957
2534.733000,0.013339
2535.215000,0.010890
2535.697000,0.009280
2536.179000,0.006582
2536.661000,0.002623
2537.143000,-0.000365
2537.625000,-0.001814
2538.107000,-0.001576
2538.589000,-0.001543
2539.071000,-0.000843
2539.553000,0.000859
2540.035000,0.003029
2540.517000,0.005311
2540.999000,0.008032
2541.481000,0.009765
2541.963000,0.011893
2542.445000,0.014696
2542.927000,0.016597
2543.409000,0.017557
2543.891000,0.018810
2544.373000,0.020863
2544.855000,0.022758
2545.337000,0.023845
2545.819000,0.024256
2546.301000,0.026328
2546.783000,0.027840
2547.265000,0.028601
2547.747000,0.028729
2548.229000,0.028336
2548.711000,0.028558
2549.193000,0.027178
2549.675000,0.025556
2550.157000,0.023249
2550.639000,0.021038
2551.121000,0.018629
2551.603000,0.015721
2552.085000,0.012270
2552.567000,0.009841
2553.049000,0.010049
2553.531000,0.009206
2554.013000,0.007811
2554.495000,0.007678
2554.977000,0.008944
2555.459000,0.009891
2555.941000,0.010775
2556.423000,0.013766
2556.905000,0.017618
2557.387000,0.020326
2557.869000,0.020713
2558.351000,0.020817
2558.833000,0.021467
2559.315000,0.023863
2559.797000,0.025954
2560.279000,0.027132
2560.761000,0.028366
2561.243000,0.029520
2561.725000,0.031898
2562.207000,0.034136
2562.689000,0.036430
2563.171000,0.039254
2563.653000,0.041163
2564.135000,0.041218
2564.617000,0.040070
2565.099000,0.039652
2565.581000,0.038745
2566.063000,0.037881
2566.545000,0.036572
2567.027000,0.035137
2567.509000,0.034904
2567.991000,0.034360
2568.473000,0.034875
2568.955000,0.035567
2569.437000,0.036081
2569.919000,0.036726
2570.401000,0.036478
2570.883000,0.035403
2571.365000,0.034062
2571.847000,0.032579
2572.329000,0.031978
2572.811000,0.031810
2573.293000,0.030605
2573.775000,0.029713
2574.257000,0.029948
2574.739000,0.029395
2575.221000,0.028402
2575.703000,0.028232
2576.185000,0.028229
2576.667000,0.028715
2577.149000,0.028104
2577.631000,0.026824
2578.113000,0.026503
2578.595000,0.026812
2579.077000,0.028843
2579.559000,0.030905
2580.041000,0.032048
2580.523000,0.033721
2581.005000,0.036091
2581.487000,0.036956
2581.969000,0.036659
2582.451000,0.036522
2582.933000,0.036327
2583.415000,0.036415
2583.897000,0.036562
2584.379000,0.035995
2584.861000,0.034691
2585.343000,0.035293
2585.825000,0.037152
2586.307000,0.038449
2586.789000,0.038591
2587.271000,0.038640
2587.753000,0.039164
2588.235000,0.037993
2588.717000,0.035169
2589.199000,0.031768
2589.681000,0.029071
2590.163000,0.027082
2590.645000,0.025510
2591.127000,0.022476
2591.609000,0.020156
2592.091000,0.020485
2592.573000,0.020922
2593.055000,0.022283
2593.537000,0.022323
2594.019000,0.024393
2594.501000,0.026306
2594.983000,0.027082
2595.465000,0.025479
2595.947000,0.024231
2596.429000,0.023327
2596.911000,0.022154
2597.393000,0.020623
2597.875000,0.018351
2598.357000,0.017343
2598.839000,0.017667
2599.321000,0.019659
2599.803000,0.021450
2600.285000,0.020891
2600.767000,0.022116
2601.249000,0.022005
2601.731000,0.021874
2602.213000,0.020493
2602.695000,0.020318
2603.177000,0.020629
2603.659000,0.020717
2604.141000,0.020494
2604.623000,0.019896
2605.105000,0.020779
2605.587000,0.022624
2606.069000,0.023691
2606.551000,0.023515
2607.033000,0.022432
2607.515000,0.021133
2607.997000,0.019546
2608.479000,0.018274
2608.961000,0.017021
2609.443000,0.015729
2609.925000,0.014250
2610.407000,0.012457
2610.889000,0.011598
2611.371000,0.010802
2611.853000,0.010450
2612.335000,0.010437
2612.817000,0.008793
2613.299000,0.007318
2613.781000,0.006169
2614.263000,0.004447
2614.745000,0.002472
2615.227000,0.001468
2615.709000,0.002144
2616.191000,0.003255
2616.673000,0.003240
2617.155000,0.004267
2617.637000,0.006257
2618.119000,0.007871
2618.601000,0.009269
2619.083000,0.010749
2619.565000,0.010896
2620.047000,0.011940
2620.529000,0.013321
2621.011000,0.013946
2621.493000,0.014614
2621.975000,0.016355
2622.457000,0.017593
2622.939000,0.017303
2623.421000,0.015985
2623.903000,0.015408
2624.385000,0.012961
2624.867000,0.009308
2625.349000,0.004964
2625.831000,0.001302
2626.313000,-0.002222
2626.795000,-0.005346
2627.277000,-0.007233
2627.759000,-0.008875
2628.241000,-0.010749
2628.723000,-0.011275
2629.205000,-0.012040
2629.687000,-0.013618
2630.169000,-0.013973
2630.651000,-0.014523
2631.133000,-0.016248
2631.615000,-0.017886
2632.097000,-0.019602
2632.579000,-0.020440
2633.061000,-0.019548
2633.543000,-0.017563
2634.025000,-0.015810
2634.507000,-0.014692
2634.989000,-0.012462
2635.471000,-0.009595
2635.953000,-0.008216
2636.435000,-0.007397
2636.917000,-0.005355
2637.399000,-0.003476
2637.881000,-0.004400
2638.363000,-0.007208
2638.845000,-0.011059
2639.327000,-0.013815
2639.809000,-0.015043
2640.291000,-0.017055
2640.773000,-0.020256
2641.255000,-0.022112
2641.737000,-0.023140
2642.219000,-0.023171
2642.701000,-0.022969
2643.183000,-0.021268
2643.665000,-0.018394
2644.147000,-0.017096
2644.629000,-0.017747
2645.111000,-0.019135
2645.593000,-0.020019
2646.075000,-0.021250
2646.557000,-0.022614
2647.039000,-0.023924
2647.521000,-0.024117
2648.003000,-0.023180
2648.485000,-0.022287
2648.967000,-0.020875
2649.449000,-0.018736
2649.931000,-0.017636
2650.413000,-0.017286
2650.895000,-0.019383
2651.377000,-0.021714
2651.859000,-0.023480
2652.341000,-0.025808
2652.823000,-0.029308
2653.305000,-0.031742
2653.787000,-0.032581
2654.269000,-0.031981
2654.751000,-0.031856
2655.233000,-0.031859
2655.715000,-0.031288
2656.197000,-0.030026
2656.679000,-0.030454
2657.161000,-0.029781
2657.643000,-0.029341
2658.125000,-0.028014
2658.607000,-0.026289
2659.089000,-0.025223
2659.571000,-0.024831
2660.053000,-0.023982
2660.535000,-0.022959
2661.017000,-0.022988
2661.499000,-0.023865
2661.981000,-0.023619
2662.463000,-0.023848
2662.945000,-0.024307
2663.427000,-0.024832
2663.909000,-0.025534
2664.391000,-0.027288
2664.873000,-0.028331
2665.355000,-0.029163
2665.837000,-0.030719
2666.319000,-0.034346
2666.801000,-0.038422
2667.283000,-0.042525
2667.765000,-0.046466
2668.247000,-0.048633
2668.729000,-0.049706
2669.211000,-0.051044
2669.693000,-0.050899
2670.175000,-0.050552
2670.657000,-0.050228
2671.139000,-0.048705
2671.621000,-0.045561
2672.103000,-0.043257
2672.585000,-0.042140
2673.067000,-0.040954
2673.549000,-0.038345
2674.031000,-0.035685
2674.513000,-0.032678
2674.995000,-0.028909
2675.477000,-0.025240
2675.959000,-0.021698
2676.441000,-0.019299
2676.923000,-0.019086
2677.405000,-0.020862
2677.887000,-0.023144
2678.369000,-0.026842
2678.851000,-0.031806
2679.333000,-0.036782
2679.815000,-0.040651
2680.297000,-0.043887
2680.779000,-0.047472
2681.261000,-0.049385
2681.743000,-0.049464
2682.225000,-0.048607
2682.707000,-0.047299
2683.189000,-0.046409
2683.671000,-0.044868
2684.153000,-0.042842
2684.635000,-0.041583
2685.117000,-0.041697
2685.599000,-0.041461
2686.081000,-0.041439
2686.563000,-0.039854
2687.045000,-0.037863
2687.527000,-0.036088
2688.009000,-0.034967
2688.491000,-0.033988
2688.973000,-0.033263
2689.455000,-0.032821
2689.937000,-0.032581
2690.419000,-0.033023
2690.901000,-0.034826
2691.383000,-0.038076
2691.865000,-0.041871
2692.347000,-0.044790
2692.829000,-0.046825
2693.311000,-0.047141
2693.793000,-0.047429
2694.275000,-0.047896
2694.757000,-0.048708
2695.239000,-0.049165
2695.721000,-0.049291
2696.203000,-0.049978
2696.685000,-0.050170
2697.167000,-0.050378
2697.649000,-0.050612
2698.131000,-0.051170
2698.613000,-0.051411
2699.095000,-0.050728
2699.577000,-0.049505
2700.059000,-0.047833
2700.541000,-0.045235
2701.023000,-0.042415
2701.505000,-0.039953
2701.987000,-0.037050
2702.469000,-0.034673
2702.951000,-0.034027
2703.433000,-0.033154
2703.915000,-0.033034
2704.397000,-0.033349
2704.879000,-0.033899
2705.361000,-0.033642
2705.843000,-0.033916
2706.325000,-0.033865
2706.807000,-0.033370
2707.289000,-0.032569
2707.771000,-0.032336
2708.253000,-0.032150
2708.735000,-0.032364
2709.217000,-0.033255
2709.699000,-0.034345
2710.181000,-0.035457
2710.663000,-0.036302
2711.145000,-0.036284
2711.627000,-0.036561
2712.109000,-0.036305
2712.591000,-0.035491
2713.073000,-0.033548
2713.555000,-0.031399
2714.037000,-0.031518
2714.519000,-0.032897
2715.001000,-0.035769
2715.483000,-0.038285
2715.965000,-0.039421
2716.447000,-0.042184
2716.929000,-0.046405
2717.411000,-0.050099
2717.893000,-0.053080
2718.375000,-0.055277
2718.857000,-0.055355
2719.339000,-0.053905
2719.821000,-0.052687
2720.303000,-0.050873
2720.785000,-0.050505
2721.267000,-0.048233
2721.749000,-0.046215
2722.231000,-0.044177
2722.713000,-0.042195
2723.195000,-0.040961
2723.677000,-0.037633
2724.159000,-0.033614
2724.641000,-0.031234
2725.123000,-0.029619
2725.605000,-0.027735
2726.087000,-0.026656
2726.569000,-0.026297
2727.051000,-0.025636
2727.533000,-0.025521
